text,labels,target,source,dataset,nb_annotators
"🎼« J’aime cette fille sur talons 👠 qui se déhanche, ça met un peu de chaleur au fond de mon cœur »🎼
Je fredonne discrètement pour ne pas être dénoncé à @USER ....
#sexiste",1,,Twitter,sexism,1
Le traitement #sexiste #machiste et #patriarcal des #féminicides dans les médias doit cesser ! la colère gronde autour du lexique immonde des journalistes qui se repaissent du meurtre d'Alexia buzzfeed.com/mariekirschen/…,1,,Twitter,sexism,1
"Le #sexisme crasse des météorologues et... des observateurs qui nomment ISIS l'état islamique, ce pseudo état haineux des femmes lemonde.fr/les-decodeurs/…",1,,Twitter,sexism,1
Une page a découvrir #PTS #PayeTaShnek fb.me/7w1Glkmqe,0,,Twitter,sexism,1
Détente. Humour  . #balancetonporc Bon week end!  #mariesinfiltre Cc  @USER ( j ai réussi à la passer tu as vu;). m.youtube.com/watch?v=GW8cN8…,0,,Twitter,sexism,1
#balancetonporc Passons d’une  guerre de genres à une vraie lutte contre les pers. qui ont un trouble narcissique #perversnarcissique #DMS,0,,Twitter,sexism,1
#TousavecSusie pour un #AppelduParquetdelaVienne du verdict d'acquittement et un nouveau procès #soutienpourSusie #AppelParquetdelaVienne #balancetonporc twitter.com/memoiretrauma/…,0,,Twitter,sexism,1
"#balancetonuber @USER #balancetonporc sacré #Hypocrite de l'année #VTC #BalanceTonPassagerUber
youtu.be/mRgv8EaftXI
Comment? Ah oui ce n'est pas pareil 😂😂😂",0,,Twitter,sexism,1
"Pourquoi la #langue française est #sexiste, par Catherine Arditi tempsreel.nouvelobs.com/videos/v5zuzm.… #pute #vocabulaire #femmes #français",0,,Twitter,sexism,1
"2/2-existe-t-il la moindre étude comparative prouvant que notre époque est plus #raciste ( ou plus #sexiste, c'est la même tambouille ) que, par exemple, l'année 1992 ?
Est-ce que ce ne serait pas plutôt le contraire ?",0,,Twitter,sexism,1
"le match 🇫🇷 🇳🇴continue après la victoire de @USER , les bleues vont marquer l'histoire #handball #sportfeminin",0,,Twitter,sexism,1
"#soutienpourSusie à 13 ans, intolérable acquittement #balancetonporc Le parquet ne peut pas en rester là. #AppelParquetdelaVienne twitter.com/gridindriing/s…",0,,Twitter,sexism,1
"#Harcelement #MeToo #balancetonporc
Les #syndicats s’engagent contre les #violencesfaitesauxfemmes 
sante-et-travail.fr/les-syndicats-…",0,,Twitter,sexism,1
"#MeToo #Violences #ViolencesFaitesAuFemmes #Sexisme
#Rennes. Elles refusent les #insultes : deux jeunes femmes tabassées 
ouest-france.fr/bretagne/renne…",0,,Twitter,sexism,1
"L'article « Mansplaining » de @USER a été créé en mars 2013, avant son équivalent en anglais fr.wikipedia.org/wiki/Mansplain… #sexisme",0,,Twitter,sexism,1
"LIBEREZ MA PAROLE neufdixieme.com/liberez-sa-par… 
merci de me lire #JamaisSansElles #feminisme #sexisme @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER LINK",0,,Twitter,sexism,1
"@USER Bientôt, un consentement (oral mais écrit de préférence) pour faire l'amour, même pour les couples mariés ?

#féministes #féminisme #sexiste #sexisme #InventeDesConneries (ah merde, ça va exister en Suède)

lesobservateurs.ch/2017/12/20/sue…",0,,Twitter,sexism,1
"""Feministe.stes à commencé a vous suivre"" j'vous jure le stes c'est un autre monde",0,,Twitter,sexism,1
Impression tenace que le légendaire #sexisme des météorologues reprend le dessus : les tempêtes ont encore toutes des prénoms féminins ces derniers temps.,1,,Twitter,sexism,1
@USER @USER @USER @USER Balayez devant votre porte @USER avant de demander encore et encore de l'argent au contribuable ! Ce n'est pas un problème d'argent mais d'#éducation ! twitter.com/Samuel_Lafont/… #UNEF #balancetonporc,0,,Twitter,sexism,1
"Hip hip hip pour les bleues 
Avec vous pour cette finale – en train de regarder match de handball",0,,Twitter,sexism,1
Laura Flippes remet les Bleues à 9-9. On reste dans le match !!! #FRANOR #BleuetFier #simplywunderbar #Germany2017 #Handball #FDSLIVE,0,,Twitter,sexism,1
"En fait, l'extrême droite a décidé de prouver qu'elle était largement aussi conne que l'extrême gauche qui trustait les gros titre depuis plusieurs mois, c'est ça ?
C'et un concours ?",0,,Twitter,sexism,1
"Rdv demain à 19h sur @USER pour #Clhebdo
 🔸@USER autour de la guerre des sexes 
 🔸Patrick Stefanini et Nathalie St Cricq : #PenelopeGate un an après 
 🔸@USER pour le #sexisme dans le sport 
 🔸@USER ""Sauvez votre peau ! Devenez narcissique"" LINK",0,,Twitter,sexism,1
La femme qui accuse Gérald Darmanin de viol a à nouveau porté plainte huffingtonpost.fr/2018/01/27/la-…,0,,Twitter,sexism,1
"Le procès des préjugés :
#Darmanin : homme, politique, de droite.
#femme, ex call-girl, déjà condamnée, conseiller par de Haas.
À vous de juger !
Et si la vraie victime était la justice,instrumentalisée, voire la plaignante, manipulée, mais par qui et pourquoi?",0,,Twitter,sexism,1
"@USER je n'aime pas Darmanin ni ceux qui retournent leur veste pour un poste !... 
Mais lorsqu'une jeune femme accepte d'aller au resto et de rentrer dans une chambre d'hôtel !... à mon avis elle savait à quoi s'attendre... lui faire un procès des années après, je trouve ça louche 🤨 LINK",0,,Twitter,sexism,1
"Gérald Darmanin accusé de viol par une femme, la justice ouvre une enquête : le gouvernement des casseroles . rtl.fr/actu/societe-f…",0,,Twitter,sexism,1
#Sexiste #grossophobe #PasUneIdeeDeGenie : une publicité de Gifi avec Loana s'attire les foudres des internautes francetvinfo.fr/internet/resea…],0,,Twitter,sexism,1
#JanBakelants s'excuse après un #dérapage #sexiste sur les #hôtesses du #TourdeFrance - leparisien.fr/sports/cyclism…,0,,Twitter,sexism,1
"« Vous êtes vraiment handicapée? » 

Non non connasse j’ai la flemme de marché 😅 
Elle les aura toutes faites",0,,Twitter,sexism,1
Mon coeur me dit « va faire les magasins à 16h » mais mon porte monnaie répond « va faire tes toiles connasse »,0,,Twitter,sexism,1
"Trump est un connard.
Trudeau est un connard.
Poutine est un connard.
Macron est un connard.
May est une connasse.
Merkel est une connasse.",0,,Twitter,sexism,1
Je suis sur que pour être recruter par l'état faut être un(e) connard/connasse doubler d'un égo surdimensionner. Autrement c'est pas possible une si grande concentration de connard au m2,0,,Twitter,sexism,1
"Que Patrick ne soit pas mort : je m'y attendais.
Que Abdel soit dans le coup : je m'y attendais.
Que la proc"" soit le cerveau de l'opération : je m'y attendais.

Mais que l'autre connasse joue elle aussi un rôle depuis le début, alors ça, chapeau, je l'avais pas vu venir...
#PBLV twitter.com/PBLVofficiel/s…",0,,Twitter,sexism,1
ce soir jsuis une connasse mais aussi un génie jpense je vais garder que le côté positif de cette journée,0,,Twitter,sexism,1
Je suis une vrai connasse 🤦🏻‍♀️,0,,Twitter,sexism,1
"Harcelée et humiliée, #SalmaHayek évoque ses relations avec #HarveyWeinstein #MeToo #balancetonporc lemonde.fr/cinema/article…",0,,Twitter,sexism,1
Les musiciennes de #jazz aussi s’insurgent contre le #sexisme slate.fr/story/156571/m… via @USER #MeToo #musique,0,,Twitter,sexism,1
Il détourne des pubs sexistes vintage en inversant les rôles 💪 💋 &gt;&gt; grazia.fr/news-et-societ… #sexisme #pub LINK,0,,Twitter,sexism,1
Quand les musiciennes de #Jazz s’insurgent contre le #sexisme theconversation.com/quand-les-musi…,0,,Twitter,sexism,1
Le sexisme ordinaire du jeune député LR Robin Reda à l'Assemblée nationale dlvr.it/QChq5N LINK,1,,Twitter,sexism,1
"#Quotidien Sophie Davant qui matte le cul du gars qui fait des exercices c'est vrai que c'est rigolo 😊

si ça avait été un homme qui mattait le cul d'une femme ça aurait été aussi drôle n'est-ce pas ? #BalanceTonPorc",1,,Twitter,sexism,1
"Quand j'aurais ma femme j'vais acheter des pulls duo là style "" the king - his queen "" comme un gamin 🙄 mdrr",1,,Twitter,sexism,1
"La roue tourne, et Matteo Renzi, nec plus ultra de la mondialisation heureuse vient d’en faire les frais. Pour Angela Merkel « le coup passa si près que le chapeau tomba ». Les mêmes causes produisant les mêmes effets, #Macron en continuant sur le même chemin subira le même sort LINK",0,,Twitter,sexism,1
"Allemagne : « Non, l’islam n’a pas sa place en Allemagne » martèle le nouveau ministre de l’Intérieur, critique d’Angela Merkel breizatao.com/2018/03/16/all… via @USER retombe les 2 pieds sur terre en Allemagne mais en France, on a toujours collaboré parce que c'était plus facile....",0,,Twitter,sexism,1
"#MarianoRajoy tweete en espagnol 
#TheresaMay tweete en anglais 
#AngelaMerkel ignore Twitter 

Bref #jdcjdr … nous #Macron depuis 5 jours c’est en anglais ou en allemand 🙄",0,,Twitter,sexism,1
"#JeSoutiensLaGrèveDesCheminots car je refuse qu’un énarque millionnaire détruise le statut des cheminots créé en 1920, juste pour faire des courbettes devant Angela Merkel. #MonTrainJYTiens",0,,Twitter,sexism,1
Angela Merkel lâche Emmanuel Macron sur son projet de budget de la zone euro ebx.sh/2Gt8aiG LINK,0,,Twitter,sexism,1
Véronique Cloutier explique pourquoi elle ne s'était pas prononcée sur #MoiAussi  huffp.st/uWfCk8k LINK,0,,Twitter,sexism,1
Un comité qui conseille Angela Merkel avertit des risques d’une extradition de Carles Puigdemont @USER qui impliquerait un engagement à côté du gouvernement Rajoy au lieu d’une invitation à négocier. twitter.com/elnacionalcat/…,0,,Twitter,sexism,1
"Retrouvez toutes les infos sur la page de l'événement « Le mouvement #moiaussi : Dénonciation, libération, réparation ? » facebook.com/events/1444145…",0,,Twitter,sexism,1
@USER Un tir de femme enceinte quand même,1,,Twitter,sexism,1
"@USER «Un tir de femme enceinte» pour remplacer le rotoillon. Ou «une échataille» pour une bonne pétée, un tir très fort quoi 😂",1,,Twitter,sexism,1
"@USER Perso, je me souviens du « tir de femme enceinte » ... cette expression inoubliable (face à grobbelar il me semble) !!",1,,Twitter,sexism,1
"""Un tir de femme enceinte ? C'est comme un tir d'homme sexiste"", merci @USER ! @USER",1,,Twitter,sexism,1
"Radio J s'en fout des violences faites aux femmes surtout si elles sont goys  🙂
#BalanceHazizaLePorc #balancetonporc #Haziza #AFP #Israel #66minutes #septahuit twitter.com/Linformatrice/…",1,,Twitter,sexism,1
Les dénonciations sous le hashtag #balancetonporc c'est déjà terminé ? C'était juste pour attirer l'attention apparemment...,1,,Twitter,sexism,1
"@USER @USER @USER @USER Le problème, c'est Macron. En voulant passer en force comme à son habitude, il a sous-estimé les capacités de nuisance d'Angela Merkel.",0,,Twitter,sexism,1
"C'est terminé ! Match nul entre nos Bleues et les Italiennes #FRAITA 
RDV en mars pour la #SheBelievesCup !🏆 LINK",0,,Twitter,sexism,1
"#EtMaintenant Joignez-vous au mouvement, signez &amp; partagez ! #moiaussi #meetoo twitter.com/rosanniefilato…",0,,Twitter,sexism,1
Le tribunal de l’opinion populaire - La chronique de @USER bit.ly/2DiIgMF #moiaussi #EtMaintenant LINK,0,,Twitter,sexism,1
C’est quoi ce délire @USER  @USER ????  #Sexiste twitter.com/virginiebapaum…,1,,Twitter,sexism,1
C'est payant si je viens avec ma fille ? #laboucherie #sexiste #Feministe LINK,1,,Twitter,sexism,1
"""Eric Monier aurait expliqué à la journaliste qu’il pouvait faire de sa vie «un enfer» si elle s’obstinait à repousser ses demandes."" twitter.com/PaulAveline/st…",1,,Twitter,sexism,1
Ce mec terrorise les (jeunes) ♀️ journalistes depuis des années. Eric Monier (LCI) accusé de harcèlement sexuel buzzfeed.com/paulaveline/at…,0,,Twitter,sexism,1
"Si le mouvement #moiaussi fait réfléchir les hommes sur leur façon d’aborder et courtiser les femmes, c’est une bonne chose non? Ça ne veut pas dire pour autant que la drague en général est mal perçue par les femmes. #tlmep",1,,Twitter,sexism,1
Le débat : #Moiaussi était absolument nécessaire. #Rozon #Salvail Y'a t-il eu des dérapages? Oui #Sicotte #Bolton Dommages collatéraux d'une situation trop pourrie qu'il fallait redresser. Le défi est de limiter ses dommages. Nuances nuances #tlmep,1,,Twitter,sexism,1
Romain ou le gars qui est pas foutu d’entretenir une relation. #BalanceTonPorc,1,,Twitter,sexism,1
"C'est fou tout se regain de mémoire sur des agressions sexuelles passées. Est ce aussi fou de croire qu'il n'y a aucune volonté de nuire, de le monétiser ou de redorer sa carrière descendante ? #BalanceTonPorc #MeToo #balancetasalope #buzzmetoo LINK",1,,Twitter,sexism,1
"Christine Lagarde au FMI, Audrey Azoulay à l’UNESCO... Les Françaises se distinguent à la tête de grandes institutions internationales, alors qu’elles sont cruellement absentes du sommet de l’État français... #Matignon #Perchoir #Sénat #Élysée twitter.com/emmanuelmacron…",1,,Twitter,sexism,1
"Et bien, nous avons leurs photos, donc trouver leur noms doit être juste une formalité pour les poursuivre pour incitation à la zoophilie et pornographie n'est ce pas @USER ?!!! twitter.com/ludoriann/stat…",1,,Twitter,sexism,1
Confessions de #MorganSpurlock réalisateur de #SuperSizeMe sur le harcèlement sexuel « je suis une partie du problème » ou le début de #jemebalancetoutseul #BalanceTonPorc @USER twitter.com/sfgate/status/…,1,,Twitter,sexism,1
"Le récit de cet interrogatoire cromagnon = l'explication noir sr blanc des geysers d'écoeurantite aiguë des victimes d'agression sexuelle, d'intimidation et de harcèlement comme ce fut le cas pr #BalanceTonPorc. Le système de justice actuel n'est pas adéquat vs les crimes sexuels twitter.com/Mar_Barbier/st…",1,,Twitter,sexism,1
"Un homme, c'est celui qui parle à sa femme, qui la rend meilleure, qui la conseille, qui la raisonne, qui lui fait les rappels de Dieu.",1,,Twitter,sexism,1
Les femmes vous racontent comment elles se font aggresser sexuellement dans les transports au lieu de les écouter vous dites qu’elles mentent. Nous sommes le principal probleme. Etre une femme cest dur.,1,,Twitter,sexism,1
comment j'en ai trop marre dme faire prendre pour une conne,0,,Twitter,sexism,1
#LMPT #finkielkraut et #zemmour valident amplement ce choix #homophobe et #sexiste à la tête des ex-@USER twitter.com/Europe1/status…,1,,Twitter,sexism,1
"#Pub #sexiste, vous n’en avez pas marre ? Sinon, aidez-vous du #KitPourUneCommunicationNonSexiste 👉 tftc.communicationetentreprise.com/kit-communicat… #TFTC twitter.com/hirsch_corinne…",1,,Twitter,sexism,1
"Qu'est-ce que c'est ce que cette #publicite ? 
C'est #nul, c'est #sexiste et c'est pour une chaudière ! On est tombé bien bas...  🙄 twitter.com/VDNLille/statu…",1,,Twitter,sexism,1
Étonnant qu'en Acadie ou au NB peu de cas n'a été révélé publiquement. Le grand silence fasse au mouvement #moiaussi. twitter.com/CSF_femmes/sta…,1,,Twitter,sexism,1
Eliza Dushku aurait été agressée sur le plateau de «Vrai mensonge» | #JDQ journaldequebec.com/2018/01/17/eli… #metoo #moiaussi,0,,Twitter,sexism,1
@USER propose en comité exécutif la nouvelle mouture du Code d'éthique des élus @USER @USER afin de nommer et dénoncer toute forme de harcèlement suite au mouvement  #meetoo #moiaussi #rcmtl Rappel : ici.radio-canada.ca/nouvelle/10780…,0,,Twitter,sexism,1
#MoiAussi: le doc Mailloux propose maintenant «balance ton porc et ta truie de mère» quebec.huffingtonpost.ca/2018/01/15/moi…,0,,Twitter,sexism,1
"#METOO &amp; #MOIAUSSI
JE SUIS UN VOYAGEUR TEMPOREL
DEPUIS QUE J'AI L'AGE DE 5 ANS
LA PREMIÈRE FOIS OU J'AI ÉTÉ ABUSÉ SEXUELLEMENT
J'AI APPRIS A QUITTER MON CORPS
2D @USER XO",0,,Twitter,sexism,1
