text,labels,target,source,dataset,nb_annotators
Le coup de gueule de  sur le sujet #BalanceTonPorc #CQDLT LINK,0,,Twitter,sexism,1
La journaliste à l’origine de #BalanceTonPorc poursuivie en justice par celui qu’elle accusait ift.tt/2DNI2KO,0,,Twitter,sexism,1
La créatrice de #Balancetonporc attaquée en justice #CQDLT LINK,0,,Twitter,sexism,1
#safeweb : le #numerique est-il #sexiste ?          LINK,0,,Twitter,sexism,1
"#Harcèlement #Sexiste #Transport Depuis 2 ans, la FNAUT oeuvre pour éradiquer le harcèlement sexuel dans les transports. Pour retrouver nos études ▶️  goo.gl/VYS8Uf 

francetvinfo.fr/societe/droits…",0,,Twitter,sexism,1
"""Pourquoi j'écrirai une #lettre à chaque propos #sexiste entendu dans le cadre de mon #travail "" ow.ly/TzFf30hlbbX #sexisme #parité #féminisme #entreprise #carrière ^O",0,,Twitter,sexism,1
" Bonjour 
Est-ce-que ce genre de chose vous paraît amusant ou #sexiste ?
#feminisme 
twitter.com/Pascal_Beuvele…",0,,Twitter,sexism,1
C'est avec un plaisir non dissimulé que je vous révèle que Christiane Taubira me fait le grand honneur de présider mon comité de soutien. LINK,0,,Twitter,sexism,1
Je suis terrifiante comme fille je pense.. Une vraie cruella d'enfer. #ironie,0,,Twitter,sexism,1
"Cela relève bel et bien de #balancetonporc  C’est en dessous de TOUT En marche pour en finir avec ces apprentis dictateurs, misogynes et incultes! Répugnant.",1,,Twitter,sexism,1
"  Pense à cette amie, belle, jeune,qui s'est vue proposer via un tchat FB par un parlementaire #suisse en l'ayant CROISE 2 fois, un poste d' ""assistante parlementaire"" . Elle refusa #BalanceTonPorc",1,,Twitter,sexism,1
 Veuillez trouver un journaliste chanteur de RAP vous expliquer que c'est de la faute du pompier car c'est une femme,1,,Twitter,sexism,1
"L' craint que le législateur mette le nez dans le secteur publicitaire. Alors ils ""s'engagent"" contre les clichés, créant ainsi la 3784e ""charte"" de l'industrie contre le #sexisme.
Qui croit encore à l'autorégulation ?
leparisien.fr/societe/public…",1,,Twitter,sexism,1
"Arrêtons de parler de « sexe faible » et soyons convaincu.e.s que l’#égalitéFH engendrera #respect et #confiance malgré les différences physiologiques. #sexisme Face à des conditions extrêmes, les femmes survivent mieux que les hommes nouvelobs.com/sciences/20180… via  ",1,,Twitter,sexism,1
 Le #FN ne mérite pas mieux ! #Patriots #racisme #sexisme #homophobie #islamophobie #Xenophobia LINK,1,,Twitter,sexism,1
"Une femme accuse un homme de viol. L'agresseur présumé a le soutien de ses pairs &amp; les journalistes s'empressent de nous faire une biopic (désaventageuse de préférence) sur la victime présumée. Sinon que 4% de fausses accusations de viol...
#Darmanin 
vl-media.fr/qui-est-la-fem…",1,,Twitter,sexism,1
"Il faut arrêter de considérer la femme comme forcément innocente, naïve et honnête !!!! cela devient du grand n’importe quoi...#Darmanin twitter.com/daarjeeling/st…",1,,Twitter,sexism,1
"C'est triste pour une Journaliste d'exalter des propos absurdes et dépourvus de sens à l'endroit d'une image qui décrit une femme AMBITIEUSE et REVEUSE qui veut se marier avec un homme pas forcément ""RICHE"" comme je vous lis ! twitter.com/MinouChrystayl…",1,,Twitter,sexism,1
"""Gérald #Darmanin est présumé innocent, mais la femme qui est accusée de dénonciation calomnieuse est présumée innocente aussi""
MERCI  de dire que la parole d'une #femme même call-girl ne vaut pas moins que celle d'un #homme même ministre
huffingtonpost.fr/2018/01/29/pou…",1,,Twitter,sexism,1
#Rwanda : l'autre génocide. Il appartient à la justice internationale de poursuivre   et ses lieutenants !            therwandan.com/fr/rwanda-laut… LINK,0,,Twitter,sexism,1
"Les Anglais ont commencé à voter jeudi pour renouveler leurs instances locales, un scrutin à valeur de test pour le gouvernement conservateur de Theresa May, divisé et affaibli à moins d'un an du Brexit u.afp.com/oNrw #AFP",0,,Twitter,sexism,1
"Des milliers de travailleurs des #Antilles - venus en Grande-Bretagne entre 1948 et 1970 - ont été qualifiés, à tort, d'""immigrants illégaux"". Tollé dans le pays : la ministre de l'Intérieur, Amber Rudd, démissionne et fragilise Theresa May #Immigration &gt; franceculture.fr/emissions/jour… LINK",0,,Twitter,sexism,1
Les Britanniques ont démontré en signant une petition qui a recueilli plus de 100.000 signatures qu'ils soutenaient une société ouverte et multiculturelle contre la politique de déportation institutionnellement raciste de Theresa May. C'est une bonne nouvelle. #WindrushGeneration,0,,Twitter,sexism,1
 #rdc             Kabila est-il plus puissant que Bachar el assad ? que la communauté internationale n'ose pas le toucher?,0,,Twitter,sexism,1
Theresa May menacée par une fronde parlementaire sur l'union douanière avec l'UE après le #Brexit u.afp.com/oNb7 #AFP LINK,0,,Twitter,sexism,1
"Le mari de Theresa May travaille pour un gros actionnaire de BAE Systems et Lockheed Martin, fabricants des missiles lancés sur la Syrie : exoportail.com/le-mari-de-the… #TheresaMay #Syrien #frappesensyrie #CORRUPTION   LINK",0,,Twitter,sexism,1
"#Mali #Absurdité #liberté : la journaliste #AïssataMaïga de la chaîne publique #ORTM a été démise de ses fonctions pour avoir présenté le journal dans cette tenue .
Je suis choqué de celà. Les organismes pour les droits de la femme doivent s'indigner.
#lwili #Mali #civ225 #Guinée LINK",1,,Twitter,sexism,1
"Je n'appellerai pas Ça un journaliste. C'est tellement simple d'avoir les bonnes informations. À chaque fois qu'une femme se fait tuer par son conjoint, on s'empresse insinuer une éventuelle infidélité. Qu'est ce qui peut justifier un crime odieux? twitter.com/mlamineh/statu…",1,,Twitter,sexism,1
Theresa May temporise avant d’envisager des frappes en Syrie sans vote au Parlement lemde.fr/2qpyejM,0,,Twitter,sexism,1
"Education non #sexiste : ça passe quand on emmène les fillettes sur le terrain du masculin, ça coince quand il s'agit d'emmener les garçons vers le féminin. Allô, Françoise Héritier? #ValenceDifférentielle 

eveprogramme.com/32372/stereoty… LINK",1,,Twitter,sexism,1
"Education non #sexiste : ça passe quand on emmène les fillettes sur le terrain du masculin, ça coince quand il s'agit d'emmener les garçons vers le féminin. Allô, Françoise Héritier? #ValenceDifférentielle 

eveprogramme.com/32372/stereoty… LINK",1,,Twitter,sexism,1
Mais c'est quoi cette pub #chanteclair on est en 1960 ou quoi ???? #sexiste,1,,Twitter,sexism,1
"à  à une femme sortant des WC: ""il ne faudrait pas écrire réservé aux femmes, mais plutôt aux très jolies femmes"" #payetashnek #luxe",1,,Twitter,sexism,1
"J'ai un bonnet, une écharpe, une doudoune énorme, des rangers, et le mec me glisse à l'oreille ""bonne"" -_- #machismeurbain #payetashnek",1,,Twitter,sexism,1
"Les commentaires de #Haziza, harceleur sexuel (avoué) à ses heures perdues, suintent l'hypocrisie &amp; la perfidie.
Il nous parle d'humanisme, mention d'Ormesson &amp; Veil en espérant que cela déteindra sur réputation salie.
#BalanceTonPorc twitter.com/frhaz/status/9…",1,,Twitter,sexism,1
À la meuf qui était sur son téléphone pendant l’épreuve d’orthographe: grosse salope meurs en enfer tu mérites pas d’être ortho,1,,Twitter,sexism,1
"Day 24 

Toute l'équipe de The Concrete Family vous souhaite un très joyeux Noël ! 

Merci d'être de plus en plus nombreux à suivre notre travail. 

#lepaveparisien #enceinte #beton #concrete #speaker 
#enceintenomade #wireless #Paris #Noel #Christmas #ChristmasTree LINK",0,,Twitter,sexism,1
"Apocalypse 12-13: 1:Un grand signe parut dans le ciel: une femme enveloppée du soleil, la lune sous ses pieds, et une couronne de douze étoiles sur sa tête. 2:Elle était enceinte, et elle criait, étant en travail et dans les douleurs de l'enfantement.… dlvr.it/Q7bPv7",0,,Twitter,sexism,1
"Un enseignant qui traite son propre sujet d'évaluation à la veille pour ses élèves dans une révision à l'enceinte même de l'école a peur d'affronter le fruit de son propre travail. 

C'est trahir ses élèves et même sa propre personne .#kibaro LINK",0,,Twitter,sexism,1
"Salutations followers , voilà un Noël bien particulier pour moi ! En effet , ma femme enceinte de 8,5 mois à jugée bon de lancer le travail hier ! La petite n'est pas encore là , mais ça ne saurait tarder ! Paix sûr vous et joyeux Noël LINK",0,,Twitter,sexism,1
"#4FavoriteAnimeCharacters j'avais oubliée le hashtag, jsuis conne LINK",0,,Twitter,sexism,1
"être prise pour une conne, passion ++",0,,Twitter,sexism,1
ptdr il ma trop pris pr une conne je reste encore choquée,0,,Twitter,sexism,1
"🇫🇷 👍Violences sexuelles et sexistes : quelles réponses juridiques ?
Réunion du comité des juristes En Marche,  en association avec les Ateliers de la Sorbonne, avec  
#sexisme #LikeDiversité #EgaliteFH 
lemoniteur77.com/violences-sexu… LINK",0,,Twitter,sexism,1
"C'est bien comme couverture de foutre un #raciste, #homophobe #sexiste ? Vous vous souvenez ""faire barrage au FN"" c'était il y a 2 mois ! twitter.com/tinsheanne/sta…",1,,Twitter,sexism,1
"Femme au bord I’eau - Louis Anquetin
             LINK",0,,Twitter,sexism,1
Un homme sans femme c un bateaux sans gouvernail,0,,Twitter,sexism,1
"Dans le cadre de la levée de fonds, vous aurez la chance de gagner un paquet cadeau de produits de santé-beauté Vegan d'une valeur de 100$ ! Écrivez-nous en privé, on vous donne tous les détails!  #moiaussi #metoo facebook.com/osez2017fonds/… Le tirage aura lieu le 10 décembre 2017 !",0,,Twitter,sexism,1
"En 2006 j'avais 20 ans, dans le métro toulousain, collé derrière moi ""tu m'excite, tu me suis a l'hotel a la sortie"" #balancetonporc",1,,Twitter,sexism,1
  cf ce lieu incroyable où ils ont retiré les pictogrammes pour ne garder que le sexisme LINK,1,,Twitter,sexism,1
Enquête suspendue dans l'affaire #JohnnyHallyday accusé de #viol par marie christine Vo #balancetonporc l.leparisien.fr/s/yQ4F via ,1,,Twitter,sexism,1
"#balancetonporc

Quand on voit les nanas ce soir dans les années 80
On se demande si ce sont les mêmes qui balancent leurs porc 😊car franchement vu les tenues et les dances provoc c est vraiment abusé 😨
Je propose donc que les tenues provoques soit aussi balancée👍",1,,Twitter,sexism,1
"La #femme, c'est un peu comme un #kamikaze.

Prête à tout pour se faire sauter, mais si elle est encore en vie après elle va être la première à faire la victime.

#BalanceTonPorc #ToutesDesSalopes #Humour",1,,Twitter,sexism,1
"#sexisme #clichés #Egalité #AccordEgalitéProfessionnelle
La ministre du travail veut ""réaliser le rattrapage salarial femmes-hommes"" - ladepeche.fr ladepeche.fr/article/2018/0…",0,,Twitter,sexism,1
#balancetonporc Milo qui avait eu un comportement inadapté sur moi et une amie,1,,Twitter,sexism,1
"Une femme tuée par son mari, et des trésors de sémantiques sont deployés dans les commentaires  pour minimiser l'acte.
Un ministre soupçonné de viol, et des députés qui l'applaudissent dans l'hémicycle.
Tout à été très bien dit ici par les copines. Soutien à elles dans leur lutte",1,,Twitter,sexism,1
"-SCANDALE CHEZ PIERRE &amp; VACANCES-
Après la découverte de bungalows ""Tétons"".
#balancetonporc #NeRienLaisserPasser #OsezLeFéminisme LINK",1,,Twitter,sexism,1
": ""Eh, Titine... Tu veux jouer à un jeu avec moi..?
-Même pas en rêve..!
-Allez, Titine...
-On les connait tes jeux. Je vais encore me retrouver avec du sable plein la culotte..!""
#balancetonporc #NeRienLaisserPasser #OsezLeFéminisme LINK",1,,Twitter,sexism,1
"Banalisation et promotion  de la violence conjugale sur les plateaux TV : encore un socialiste qui n'a pas compris que ""l'on peut rire de tout mais pas avec n'importe qui"" ( dixit Pierre Desproges) #NeRienLaisserPasser #Femmes #UNEF #MJS #PS #balancetonporc #MeToo twitter.com/Marchais78/sta…",1,,Twitter,sexism,1
". des  évoque l'illégitimité des femmes à pratiquer le football, la difficulté à réserver des terrains, le sexisme des joueurs et entraineurs masculins, la lutte pour les subventions,... LINK",1,,Twitter,sexism,1
"  Voilà, il faut toujours se battre plus pour avoir le même niveau de reconnaissance qu'un mec qui ne se bat pas. (et là je vais avoir la team ""ouin le sexisme n'existe pas c'est pas vrai"" qui devrait débarquer)",1,,Twitter,sexism,1
"Les hommes qui m'expliquent la vie, merci de vous en inquéter, mais je préfère d'utiliser mon propre cerveau à moi
#BalanceTonPorc #NosCorpsNosDroits #égalité",1,,Twitter,sexism,1
 Il en parle aussi dans les  mobile.lesinrocks.com/2017/11/19/act… #Wikipedia #sexisme,0,,Twitter,sexism,1
#Sexisme dans le #sport : le coup de gueule de  : championne du monde de snowboard freeride ow.ly/bg6p30hU6OC #libérezsaparole,0,,Twitter,sexism,1
"#VivreEnsemble : Les footballeurs professionnels, de mauvais citoyens   #omerta #Sexisme #Harcèlement     ouest-france.fr/bretagne/renne…",0,,Twitter,sexism,1
"La beauté d'une femme n'est pas dans les vêtements qu'elle porte, son visage ou sa façon d'arranger ses cheveux. La beauté d'une femme se voit dans ses yeux, car c'est la porte ouverte sur son coeur, l'endroit où est son amour.
La beauté d'une femme n'est pas dans son maquillage,",0,,Twitter,sexism,1
#balancetonporc Harcèlement sexuel et pornographie : le vice-Premier ministre britannique forcé à la démission lci.fr/international/…,0,,Twitter,sexism,1
#BalanceTonPorc : la libération de la parole sous caution médiatique infolibertaire.net/balancetonporc… LINK,0,,Twitter,sexism,1
#BalanceTonPorc : la libération de la parole sous caution médiatique - Acrimed | Action Critique Médias acrimed.org/BalanceTonPorc…,0,,Twitter,sexism,1
Je rêve de vivre dans une ville où porter des talons hauts et une jupe n'est ni l'acte d'une femme soumise ni celui d'une salope,1,,Twitter,sexism,1
Journée de la femme pas respecté par le barca qui a montré que le PSG était sa petite salope,1,,Twitter,sexism,1
"  Mais c'est normal : 50 nuance de Grey, c'est un livre féministe trop bien. #ironie",1,,Twitter,sexism,1
Et le fait qu'il n'y ait pas de femmes on en parle à quel moment ? #EmissionDeMachos #TheIsland #Feministe #Ironie,1,,Twitter,sexism,1
et  est une salope,0,,Twitter,sexism,1
Emmanuel Macron tente de relancer ses projets européens face à Angela Merkel  europe1.fr/politique/emma…,0,,Twitter,sexism,1
"Sommet Merkel Macron du 19/04. Macron devra baisser le ton outre son intérêt propre, doit préparer les prochains déplacements à Washington d'Emmanuel Macron et d'Angela Merkel les deux gouvernements ne sont pas exactement sur la même longueur d'onde.  
 europesolidaire.eu/article.php?ar….",0,,Twitter,sexism,1
Boucles d'Oreilles Bohèmes Bronze Fleurs Gouttes Bleues etsy.me/2Dsk0b4 via ,0,,Twitter,sexism,1
"Dans notre Club Alpes d’Azur de  on skie, on s’amuse mais surtout on mange bien #chef #food #Vacances LINK",0,,Twitter,sexism,1
Collier plume bronze perle en papier artisanale collier perles bleues violettes chaine idée cadeau femme cadeau saint valentin cadeau fait main ungrandmarche.fr/boutiques/p/co…,0,,Twitter,sexism,1
"Variation Femme

Q : ""soir de fête""
C : ""Paquita"" grand pas
S : "" Diane et Actéon"" Vaganova",0,,Twitter,sexism,1
LYSIANE GAGNON - Catherine Deneuve et le double piège #lapresseplus plus.lapresse.ca/screens/4f4a9e…,0,,Twitter,sexism,1
"Vous savez ce que Léa a fait ce midi , il a re pendu mon écharpe en l'air HAHAHA mais qu'elle est drôle cette fille #ironie",0,,Twitter,sexism,1
